Time,Watts
2013-01-18 15:38:25 , 653
2013-01-18 15:38:26 , 210
2013-01-18 15:38:35 , 210
2013-01-18 15:38:36 , 691
2013-01-18 15:38:46 , 691
2013-01-18 15:38:47 , 212
2013-01-18 15:38:56 , 212
2013-01-18 15:38:57 , 638
2013-01-18 15:39:06 , 638
2013-01-18 15:39:07 , 518
2013-01-18 15:39:16 , 518
2013-01-18 15:39:17 , 213
2013-01-18 15:39:26 , 213
2013-01-18 15:39:27 , 481
2013-01-18 15:39:45 , 481
2013-01-18 15:39:46 , 214
2013-01-18 15:40:03 , 214
2013-01-18 15:40:04 , 608
2013-01-18 15:40:13 , 608
2013-01-18 15:40:14 , 220
2013-01-18 15:40:23 , 220
2013-01-18 15:40:24 , 662
2013-01-18 15:40:33 , 662
2013-01-18 15:40:34 , 766
2013-01-18 15:40:44 , 766
2013-01-18 15:40:45 , 213
2013-01-18 15:40:54 , 213
2013-01-18 15:40:55 , 718
2013-01-18 15:41:04 , 718
2013-01-18 15:41:05 , 614
2013-01-18 15:41:14 , 614
2013-01-18 15:41:15 , 188
2013-01-18 15:41:24 , 188
2013-01-18 15:41:25 , 580
2013-01-18 15:41:34 , 580
2013-01-18 15:41:35 , 709
2013-01-18 15:41:54 , 709
2013-01-18 15:41:55 , 183
2013-01-18 15:42:04 , 183
2013-01-18 15:42:05 , 687
2013-01-18 15:42:14 , 687
2013-01-18 15:42:15 , 191
2013-01-18 15:42:32 , 191
2013-01-18 15:42:33 , 725
2013-01-18 15:42:42 , 725
2013-01-18 15:42:43 , 193
2013-01-18 15:43:01 , 193
2013-01-18 15:43:02 , 667
2013-01-18 15:43:11 , 667
2013-01-18 15:43:12 , 186
2013-01-18 15:43:37 , 186
2013-01-18 15:43:38 , 633
2013-01-18 15:43:47 , 633
2013-01-18 15:43:48 , 1139
2013-01-18 15:43:57 , 1139
2013-01-18 15:43:58 , 567
2013-01-18 15:44:08 , 567
2013-01-18 15:44:09 , 184
2013-01-18 15:44:18 , 184
2013-01-18 15:44:19 , 650
2013-01-18 15:44:37 , 650
2013-01-18 15:44:38 , 186
2013-01-18 15:44:47 , 186
2013-01-18 15:44:48 , 573
2013-01-18 15:44:57 , 573
2013-01-18 15:44:58 , 190
2013-01-18 15:45:16 , 190
2013-01-18 15:45:17 , 580
2013-01-18 15:45:35 , 580
2013-01-18 15:45:36 , 184
2013-01-18 15:45:45 , 184
2013-01-18 15:45:46 , 494
2013-01-18 15:45:55 , 494
2013-01-18 15:45:56 , 185
2013-01-18 15:46:05 , 185
2013-01-18 15:46:06 , 680
2013-01-18 15:46:16 , 680
2013-01-18 15:46:17 , 412
2013-01-18 15:46:34 , 412
2013-01-18 15:46:35 , 185
2013-01-18 15:46:44 , 185
2013-01-18 15:46:45 , 690
2013-01-18 15:46:54 , 690
2013-01-18 15:46:55 , 184
2013-01-18 15:47:04 , 184
2013-01-18 15:47:05 , 587
2013-01-18 15:47:14 , 587
2013-01-18 15:47:15 , 708
2013-01-18 15:47:34 , 708
2013-01-18 15:47:35 , 188
2013-01-18 15:47:44 , 188
2013-01-18 15:47:45 , 547
2013-01-18 15:48:02 , 547
2013-01-18 15:48:03 , 641
2013-01-18 15:48:12 , 641
2013-01-18 15:48:13 , 566
2013-01-18 15:48:23 , 566
2013-01-18 15:48:24 , 185
2013-01-18 15:48:33 , 185
2013-01-18 15:48:34 , 1042
2013-01-18 15:48:43 , 1042
2013-01-18 15:48:44 , 598
2013-01-18 15:49:02 , 598
2013-01-18 15:49:03 , 185
2013-01-18 15:49:29 , 185
2013-01-18 15:49:30 , 566
2013-01-18 15:49:39 , 566
2013-01-18 15:49:40 , 186
2013-01-18 15:49:49 , 186
2013-01-18 15:49:50 , 778
2013-01-18 15:49:59 , 778
2013-01-18 15:50:00 , 177
2013-01-18 15:50:09 , 177
2013-01-18 15:50:10 , 608
2013-01-18 15:50:19 , 608
2013-01-18 15:50:20 , 181
2013-01-18 15:50:30 , 181
2013-01-18 15:50:31 , 811
2013-01-18 15:50:48 , 811
2013-01-18 15:50:49 , 661
2013-01-18 15:50:58 , 661
2013-01-18 15:50:59 , 198
2013-01-18 15:51:08 , 198
2013-01-18 15:51:09 , 724
2013-01-18 15:51:18 , 724
2013-01-18 15:51:19 , 187
2013-01-18 15:51:28 , 187
2013-01-18 15:51:29 , 624
2013-01-18 15:51:48 , 624
2013-01-18 15:51:49 , 212
2013-01-18 15:52:06 , 212
2013-01-18 15:52:07 , 638
2013-01-18 15:52:16 , 638
2013-01-18 15:52:17 , 184
2013-01-18 15:52:26 , 184
2013-01-18 15:52:27 , 638
2013-01-18 15:52:46 , 638
2013-01-18 15:52:47 , 164
2013-01-18 15:53:37 , 164
2013-01-18 15:53:38 , 432
2013-01-18 15:53:56 , 432
2013-01-18 15:53:57 , 311
2013-01-18 15:54:15 , 311
2013-01-18 15:54:16 , 147
2013-01-18 15:54:25 , 147
