Time,Watts
2013-01-20 10:11:12 , 2373
2013-01-20 10:11:22 , 2397
2013-01-20 10:11:31 , 2597
2013-01-20 10:11:40 , 2693
2013-01-20 10:11:51 , 2349
2013-01-20 10:12:01 , 2709
2013-01-20 10:12:11 , 2357
2013-01-20 10:12:21 , 2349
2013-01-20 10:12:29 , 2797
2013-01-20 10:12:39 , 2549
2013-01-20 10:12:49 , 2317
2013-01-20 10:12:59 , 2605
2013-01-20 10:13:09 , 2565
2013-01-20 10:13:18 , 2285
2013-01-20 10:13:28 , 2573
2013-01-20 10:13:38 , 2573
2013-01-20 10:13:46 , 2613
2013-01-20 10:13:56 , 2629
2013-01-20 10:14:05 , 2285
2013-01-20 10:14:15 , 2589
2013-01-20 10:14:25 , 2605
2013-01-20 10:14:34 , 2309
2013-01-20 10:14:44 , 2933
2013-01-20 10:14:55 , 2581
2013-01-20 10:15:05 , 2629
2013-01-20 10:15:14 , 2301
2013-01-20 10:15:24 , 2589
2013-01-20 10:15:34 , 2349
2013-01-20 10:15:43 , 2557
2013-01-20 10:15:52 , 2341
2013-01-20 10:16:02 , 2685
2013-01-20 10:16:11 , 2605
2013-01-20 10:16:20 , 2325
2013-01-20 10:16:30 , 2293
2013-01-20 10:16:39 , 2589
2013-01-20 10:16:49 , 2293
2013-01-20 10:17:00 , 2669
2013-01-20 10:17:10 , 2333
2013-01-20 10:17:20 , 2517
2013-01-20 10:17:29 , 2301
2013-01-20 10:17:38 , 2613
2013-01-20 10:17:48 , 2613
2013-01-20 10:17:56 , 2645
2013-01-20 10:18:06 , 2309
2013-01-20 10:18:16 , 2661
2013-01-20 10:18:26 , 2333
2013-01-20 10:18:36 , 2533
2013-01-20 10:18:45 , 2317
2013-01-20 10:18:54 , 2565
2013-01-20 10:19:04 , 2293
2013-01-20 10:19:13 , 2293
2013-01-20 10:19:21 , 2549
2013-01-20 10:19:30 , 2501
2013-01-20 10:19:39 , 2285
2013-01-20 10:19:48 , 2573
2013-01-20 10:19:58 , 2269
2013-01-20 10:20:09 , 2517
2013-01-20 10:20:19 , 2245
2013-01-20 10:20:29 , 2853
2013-01-20 10:20:39 , 2253
2013-01-20 10:20:49 , 2525
2013-01-20 10:20:59 , 2237
2013-01-20 10:21:10 , 2269
2013-01-20 10:21:19 , 2477
2013-01-20 10:21:29 , 2245
2013-01-20 10:21:38 , 2501
2013-01-20 10:21:47 , 2581
2013-01-20 10:21:56 , 2581
2013-01-20 10:22:04 , 2533
2013-01-20 10:22:14 , 2285
2013-01-20 10:22:23 , 2501
2013-01-20 10:22:32 , 472
2013-01-20 10:22:42 , 902
2013-01-20 10:22:52 , 472
2013-01-20 10:23:02 , 946
2013-01-20 10:23:12 , 1118
2013-01-20 10:23:23 , 1088
2013-01-20 10:23:32 , 911
2013-01-20 10:23:42 , 962
2013-01-20 10:23:51 , 885
2013-01-20 10:24:00 , 912
2013-01-20 10:24:09 , 850
2013-01-20 10:24:19 , 945
2013-01-20 10:24:28 , 998
2013-01-20 10:24:37 , 998
2013-01-20 10:24:45 , 456
2013-01-20 10:24:55 , 466
2013-01-20 10:25:03 , 470
2013-01-20 10:25:11 , 1009
2013-01-20 10:25:22 , 473
2013-01-20 10:25:32 , 790
2013-01-20 10:25:42 , 675
2013-01-20 10:25:52 , 678
2013-01-20 10:26:00 , 678
2013-01-20 10:26:08 , 488
2013-01-20 10:26:18 , 810
2013-01-20 10:26:29 , 867
2013-01-20 10:26:38 , 771
2013-01-20 10:26:47 , 728
2013-01-20 10:26:57 , 900
2013-01-20 10:27:07 , 720
2013-01-20 10:27:17 , 841
2013-01-20 10:27:28 , 841
2013-01-20 10:27:36 , 788
2013-01-20 10:27:45 , 744
2013-01-20 10:27:55 , 539
2013-01-20 10:28:05 , 545
2013-01-20 10:28:13 , 706
2013-01-20 10:28:23 , 466
2013-01-20 10:28:34 , 464
2013-01-20 10:28:42 , 464
2013-01-20 10:28:50 , 464
2013-01-20 10:28:58 , 475
2013-01-20 10:29:06 , 464
2013-01-20 10:29:14 , 460
2013-01-20 10:29:23 , 463
2013-01-20 10:29:31 , 464
2013-01-20 10:29:39 , 470
2013-01-20 10:29:47 , 455
2013-01-20 10:29:55 , 456
2013-01-20 10:30:03 , 452
2013-01-20 10:30:11 , 452
2013-01-20 10:30:20 , 470
2013-01-20 10:30:28 , 461
2013-01-20 10:30:36 , 491
2013-01-20 10:30:45 , 456
2013-01-20 10:30:54 , 437
2013-01-20 10:31:03 , 837
2013-01-20 10:31:13 , 447
2013-01-20 10:31:24 , 857
2013-01-20 10:31:34 , 857
2013-01-20 10:31:42 , 1357
2013-01-20 10:31:52 , 900
2013-01-20 10:32:02 , 1049
2013-01-20 10:32:12 , 917
2013-01-20 10:32:23 , 883
2013-01-20 10:32:32 , 937
2013-01-20 10:32:41 , 982
2013-01-20 10:32:50 , 939
2013-01-20 10:32:59 , 939
2013-01-20 10:33:07 , 989
2013-01-20 10:33:16 , 493
2013-01-20 10:33:27 , 494
2013-01-20 10:33:35 , 944
2013-01-20 10:33:45 , 496
2013-01-20 10:33:55 , 538
2013-01-20 10:34:04 , 515
2013-01-20 10:34:13 , 517
2013-01-20 10:34:22 , 517
2013-01-20 10:34:30 , 511
2013-01-20 10:34:38 , 1056
2013-01-20 10:34:48 , 936
2013-01-20 10:34:58 , 760
2013-01-20 10:35:08 , 739
2013-01-20 10:35:17 , 1506
2013-01-20 10:35:28 , 798
2013-01-20 10:35:38 , 763
2013-01-20 10:35:47 , 808
2013-01-20 10:35:56 , 1003
2013-01-20 10:36:06 , 785
2013-01-20 10:36:16 , 799
2013-01-20 10:36:24 , 814
2013-01-20 10:36:34 , 815
2013-01-20 10:36:42 , 661
2013-01-20 10:36:52 , 644
2013-01-20 10:37:01 , 653
2013-01-20 10:37:09 , 653
2013-01-20 10:37:17 , 560
2013-01-20 10:37:28 , 556
2013-01-20 10:37:36 , 643
2013-01-20 10:37:46 , 649
2013-01-20 10:37:54 , 651
2013-01-20 10:38:02 , 980
2013-01-20 10:38:12 , 652
2013-01-20 10:38:22 , 966
2013-01-20 10:38:33 , 1161
2013-01-20 10:38:43 , 534
2013-01-20 10:38:53 , 824
2013-01-20 10:39:03 , 1008
2013-01-20 10:39:13 , 539
2013-01-20 10:39:23 , 527
2013-01-20 10:39:31 , 943
2013-01-20 10:39:42 , 502
2013-01-20 10:39:52 , 502
2013-01-20 10:40:00 , 987
2013-01-20 10:40:10 , 494
2013-01-20 10:40:20 , 493
2013-01-20 10:40:28 , 922
2013-01-20 10:40:39 , 490
2013-01-20 10:40:49 , 1032
2013-01-20 10:40:59 , 441
2013-01-20 10:41:09 , 2329
2013-01-20 10:41:19 , 712
2013-01-20 10:41:29 , 449
2013-01-20 10:41:39 , 455
2013-01-20 10:41:48 , 444
2013-01-20 10:41:56 , 445
2013-01-20 10:42:04 , 458
2013-01-20 10:42:12 , 465
2013-01-20 10:42:21 , 467
2013-01-20 10:42:29 , 466
2013-01-20 10:42:38 , 466
2013-01-20 10:42:46 , 455
2013-01-20 10:42:54 , 1032
2013-01-20 10:43:04 , 448
2013-01-20 10:43:14 , 434
2013-01-20 10:43:22 , 971
2013-01-20 10:43:32 , 1237
2013-01-20 10:43:43 , 839
2013-01-20 10:43:53 , 1015
2013-01-20 10:44:03 , 1015
2013-01-20 10:44:11 , 1103
2013-01-20 10:44:28 , 1033
2013-01-20 10:44:37 , 1151
2013-01-20 10:44:47 , 445
2013-01-20 10:44:58 , 1164
2013-01-20 10:45:08 , 441
2013-01-20 10:45:18 , 999
2013-01-20 10:45:28 , 446
2013-01-20 10:45:38 , 1262
2013-01-20 10:45:48 , 1258
2013-01-20 10:45:57 , 1235
2013-01-20 10:46:06 , 1238
2013-01-20 10:46:14 , 1219
2013-01-20 10:46:23 , 1231
2013-01-20 10:46:31 , 1657
2013-01-20 10:46:41 , 1490
2013-01-20 10:46:51 , 1373
2013-01-20 10:47:01 , 1381
2013-01-20 10:47:09 , 1597
2013-01-20 10:47:18 , 1844
2013-01-20 10:47:28 , 1467
2013-01-20 10:47:38 , 792
2013-01-20 10:47:48 , 1079
2013-01-20 10:47:59 , 971
2013-01-20 10:48:09 , 971
2013-01-20 10:48:17 , 1655
2013-01-20 10:48:27 , 1443
2013-01-20 10:48:37 , 1627
2013-01-20 10:48:47 , 1642
2013-01-20 10:48:55 , 1634
2013-01-20 10:49:04 , 1784
2013-01-20 10:49:13 , 1746
2013-01-20 10:49:22 , 1719
2013-01-20 10:49:31 , 1719
2013-01-20 10:49:39 , 2037
2013-01-20 10:49:49 , 1196
2013-01-20 10:49:59 , 1021
2013-01-20 10:50:10 , 1083
2013-01-20 10:50:19 , 917
2013-01-20 10:50:29 , 998
2013-01-20 10:50:38 , 988
2013-01-20 10:50:46 , 1017
2013-01-20 10:50:56 , 1017
2013-01-20 10:51:05 , 911
2013-01-20 10:51:15 , 1013
2013-01-20 10:51:25 , 936
2013-01-20 10:51:34 , 1017
2013-01-20 10:51:43 , 1040
2013-01-20 10:51:52 , 979
2013-01-20 10:52:01 , 1031
2013-01-20 10:52:11 , 1015
2013-01-20 10:52:20 , 1015
2013-01-20 10:52:28 , 1041
2013-01-20 10:52:37 , 937
2013-01-20 10:52:46 , 628
2013-01-20 10:52:56 , 631
2013-01-20 10:53:05 , 648
2013-01-20 10:53:14 , 628
2013-01-20 10:53:23 , 594
2013-01-20 10:53:32 , 638
2013-01-20 10:53:41 , 638
2013-01-20 10:53:49 , 646
2013-01-20 10:53:57 , 651
2013-01-20 10:54:06 , 579
2013-01-20 10:54:15 , 580
2013-01-20 10:54:23 , 606
2013-01-20 10:54:32 , 566
2013-01-20 10:54:41 , 556
2013-01-20 10:54:50 , 577
2013-01-20 10:54:58 , 577
2013-01-20 10:55:07 , 577
2013-01-20 10:55:15 , 602
2013-01-20 10:55:24 , 583
2013-01-20 10:55:33 , 566
2013-01-20 10:55:42 , 586
2013-01-20 10:55:51 , 572
2013-01-20 10:56:00 , 578
2013-01-20 10:56:08 , 597
2013-01-20 10:56:16 , 582
2013-01-20 10:56:24 , 582
2013-01-20 10:56:32 , 575
2013-01-20 10:56:40 , 564
2013-01-20 10:56:49 , 551
2013-01-20 10:56:58 , 629
2013-01-20 10:57:08 , 607
2013-01-20 10:57:17 , 646
2013-01-20 10:57:26 , 649
2013-01-20 10:57:34 , 601
2013-01-20 10:57:43 , 585
2013-01-20 10:57:52 , 630
2013-01-20 10:58:02 , 638
2013-01-20 10:58:10 , 583
2013-01-20 10:58:19 , 608
2013-01-20 10:58:28 , 610
2013-01-20 10:58:36 , 618
2013-01-20 10:58:44 , 619
2013-01-20 10:58:53 , 621
2013-01-20 10:59:01 , 609
2013-01-20 10:59:09 , 609
2013-01-20 10:59:17 , 600
2013-01-20 10:59:25 , 633
2013-01-20 10:59:34 , 653
2013-01-20 10:59:43 , 702
2013-01-20 10:59:54 , 696
2013-01-20 11:00:02 , 714
2013-01-20 11:00:10 , 719
2013-01-20 11:00:19 , 705
2013-01-20 11:00:27 , 723
2013-01-20 11:00:35 , 723
2013-01-20 11:00:43 , 721
2013-01-20 11:00:52 , 665
2013-01-20 11:01:01 , 755
